fund_code,fund_name,date,unit_nav,accumulated_nav,daily_growth_rate,return_1w,return_1m,return_3m,return_6m,return_1y,return_2y,return_3y,return_ytd,return_since_inception,fee_rate
015968,永赢半导体产业智选混合发起C,2025-09-30,1.7384,1.7384,1.74,5.7,14.68,45.22,58.04,109.24,104.23,75.65,78.79,73.84,0.00%
017746,建信电子行业股票A,2025-09-30,1.8737,1.8737,2.09,5.07,16.44,53.43,43.1,109.12,104.37,,60.27,87.37,1.50%
021607,南方上证科创板芯片ETF发起联接A,2025-09-30,2.6121,2.6121,1.94,7.31,16.21,61.61,61.3,109.03,,,70.73,161.21,1.20%
021608,南方上证科创板芯片ETF发起联接C,2025-09-30,2.6091,2.6091,1.93,7.31,16.2,61.57,61.22,108.84,,,70.6,160.91,0.00%
006503,财通集成电路产业股票C,2025-09-30,3.2618,3.2618,-2.0,-5.5,3.52,86.12,102.73,108.76,131.86,90.06,74.4,226.18,0.00%
013722,信澳景气优选混合C,2025-09-30,1.629,1.629,0.92,0.01,18.23,62.69,73.1,108.66,123.98,109.38,82.05,62.9,0.00%
002770,安信新回报混合A,2025-09-30,4.7503,4.8003,0.49,1.14,8.23,65.22,113.91,108.33,126.49,77.4,114.82,396.94,0.80%
017747,建信电子行业股票C,2025-09-30,1.8556,1.8556,2.09,5.06,16.4,53.28,42.8,108.33,102.78,,59.83,85.56,0.00%
004890,中邮健康文娱灵活配置混合A,2025-09-30,3.8502,3.8502,-0.94,-2.16,3.07,53.08,64.68,108.11,132.54,162.28,78.87,285.02,1.50%
019830,华夏数字产业混合C,2025-09-30,2.2867,2.2867,0.03,0.17,6.8,79.49,98.71,108.09,,,104.53,128.67,0.00%
010033,安信成长精选混合A,2025-09-30,1.5833,1.5833,0.55,1.07,6.91,58.62,93.39,108.08,125.99,71.59,113.5,58.33,1.50%
020661,中加科技创新混合发起式A,2025-09-30,1.9011,1.9011,-0.06,-0.92,4.16,60.48,88.4,108.04,,,87.32,90.11,1.50%
010013,易方达信息行业精选股票A,2025-09-30,1.7534,1.7534,-0.1,0.87,12.07,81.27,96.68,107.95,125.52,110.21,102.03,75.34,1.50%
002771,安信新回报混合C,2025-09-30,4.6572,4.7072,0.49,1.13,8.21,65.13,113.69,107.92,125.58,76.34,114.5,387.25,0.00%
009707,工银新兴制造混合A,2025-09-30,2.9622,2.9622,1.26,4.49,18.3,57.46,58.05,107.48,142.9,140.13,69.58,196.22,1.50%
017744,嘉实绿色主题股票发起式A,2025-09-30,1.5247,1.5247,4.08,7.33,15.01,48.74,47.09,107.47,95.8,,74.11,52.47,1.50%
022252,中邮健康文娱灵活配置混合C,2025-09-30,3.8372,3.8372,-0.94,-2.17,3.03,52.93,64.36,107.38,,,78.35,131.24,0.00%
014727,易方达成长动力混合A,2025-09-30,2.211,2.211,-0.78,0.61,11.62,73.28,94.54,107.06,151.42,131.49,100.09,121.1,1.50%
010034,安信成长精选混合C,2025-09-30,1.5442,1.5442,0.55,1.06,6.87,58.43,92.93,107.05,123.73,69.04,112.73,54.42,0.00%
020662,中加科技创新混合发起式C,2025-09-30,1.8854,1.8854,-0.06,-0.94,4.1,60.25,87.84,107.03,,,86.51,88.54,0.00%
019024,易方达信息行业精选股票C,2025-09-30,1.7369,1.7369,-0.1,0.87,12.02,81.06,96.19,106.87,,,101.26,125.54,0.00%
010391,易方达战略新兴产业股票A,2025-09-30,1.6524,1.6524,-0.52,-0.21,12.65,75.75,84.87,106.83,135.82,122.82,99.69,65.24,1.50%
017490,财通景气甄选一年持有期混合A,2025-09-30,2.1945,2.1945,-1.94,-5.34,2.87,85.91,101.09,100.05,138.56,,55.59,119.45,1.50%
015915,永赢医药创新智选混合发起A,2025-09-30,1.9478,1.9478,2.75,1.56,0.8,26.78,62.33,100.02,89.55,,114.75,94.78,1.00%
021528,财通成长优选混合C,2025-09-30,1.986,1.986,-1.93,-5.29,4.47,90.23,111.5,100,,,59.52,98.6,0.00%
017290,中欧科创主题混合(LOF)C,2025-09-30,3.0761,3.0761,3.43,7.13,7.9,39.96,38.6,99.93,124.57,,73.68,87.6,0.00%
015692,富国通胀通缩主题轮动混合C,2025-09-30,6.719,6.719,-0.64,-1.48,7.5,65.9,82.38,99.91,96,89.21,95.38,91.59,0.00%
014319,德邦半导体产业混合发起式A,2025-09-30,1.9674,1.9674,3.83,3.77,18.52,62.15,69.4,99.78,118.77,141.93,82.08,96.74,1.50%
013242,北信瑞丰优势行业股票,2025-09-30,1.3686,1.3686,-0.51,-0.27,6.28,53.71,62.12,99.56,110.07,81.75,84.45,36.86,1.50%
014037,博时成长回报混合C,2025-09-30,1.2746,1.2746,0.59,1.95,8.97,57.86,69.2,99.34,80.82,55.48,86.73,27.46,0.00%
000940,富国中小盘精选混合A,2025-09-30,5.002,5.002,-0.3,-1.34,6.06,58.84,76,99.2,99.28,95.39,92.16,400.2,1.50%
015916,永赢医药创新智选混合发起C,2025-09-30,1.9265,1.9265,2.75,1.56,0.76,26.65,61.92,99.1,88.08,,114.01,92.65,0.00%
001040,新华策略精选股票A,2025-09-30,2.1594,2.5974,0.58,-2.87,-1.98,41.12,82.47,98.97,69.17,25.78,68.65,169.94,1.50%
014320,德邦半导体产业混合发起式C,2025-09-30,1.9385,1.9385,3.82,3.75,18.47,61.97,69.05,98.96,117,139.03,81.52,93.85,0.00%
519158,新华趋势领航混合,2025-09-30,3.3522,4.6076,0.51,-2.65,-1.24,41.76,82.35,98.87,68.83,19.46,67.18,419.56,1.50%
001765,前海开源嘉鑫混合A,2025-09-30,2.492,2.758,-0.64,0,20.91,39.53,34.48,98.72,106.63,105.1,100.16,211.61,1.50%
001770,前海开源嘉鑫混合C,2025-09-30,2.463,2.726,-0.65,0,20.91,39.47,34.37,98.63,105.76,104.23,99.92,207.69,0.00%
001198,东方惠新灵活配置混合A,2025-09-30,1.5845,1.8147,1.08,9.98,20.59,48.08,48.77,98.46,127.46,85.67,60.29,92.58,0.80%
017491,财通景气甄选一年持有期混合C,2025-09-30,2.1565,2.1565,-1.95,-5.35,2.8,85.54,100.29,98.46,134.78,,54.67,115.65,0.00%
007355,汇添富科技创新混合A,2025-09-30,3.6927,3.6927,-0.16,1.45,9.48,58.59,67.5,98.22,104.26,95.16,83.1,269.27,1.50%
015690,富国中小盘精选混合C,2025-09-30,4.907,4.907,-0.3,-1.35,6.01,58.6,75.5,98.02,96.91,91.98,91.31,93.8,0.00%
010237,安信创新先锋混合发起A,2025-09-30,1.0954,1.0954,-1.68,-4.81,2.93,74.93,77.22,97.94,102.81,62.07,87.18,9.54,1.50%
002163,东方惠新灵活配置混合C,2025-09-30,1.5736,2.8175,1.09,9.98,20.55,47.96,48.54,97.86,126.16,84.56,59.93,255.78,0.00%
013238,财通均衡优选一年持有混合A,2025-09-30,1.449,1.449,0.6,-0.36,4.01,29.97,59.76,97.6,125.77,76.97,73.47,44.9,1.50%
000531,东吴阿尔法灵活配置混合A,2025-09-30,2.2184,2.2184,0.59,0.96,11.92,85.38,99.98,97.47,92.57,55.1,99.57,121.84,1.50%
007113,永赢高端制造混合A,2025-09-30,1.7568,1.7568,-2.02,-5.39,-0.78,74.93,82.66,97.37,101.05,69.59,88.52,75.66,1.50%
017483,财通资管数字经济混合发起式A,2025-09-30,1.8324,1.9954,0.52,1.02,0.97,38.85,50.96,97.26,106.22,,79.79,106.11,1.50%
007114,永赢高端制造混合C,2025-09-30,1.7361,1.7361,-2.01,-5.39,-0.79,74.85,82.48,96.99,100.24,68.59,88.24,73.59,0.00%
010238,安信创新先锋混合发起C,2025-09-30,1.0685,1.0685,-1.67,-4.81,2.89,74.71,76.79,96.89,100.73,59.6,86.47,6.85,0.00%
008326,东财通信A,2025-09-30,2.4344,2.4344,-2.0,-1.32,5.53,71.33,89.89,96.75,130.75,202.22,82.93,143.44,1.00%
009062,财通智慧成长混合A,2025-09-30,2.1557,2.1557,0.25,-3.5,4.82,89.11,105.36,96.74,136.53,58.14,57.66,115.57,1.50%
014581,东吴阿尔法灵活配置混合C,2025-09-30,2.2027,2.2027,0.59,0.96,11.89,85.19,99.59,96.7,91.06,53.22,98.98,0.74,0.00%
007356,汇添富科技创新混合C,2025-09-30,3.5071,3.5071,-0.16,1.44,9.4,58.26,66.81,96.56,100.93,90.53,81.99,250.71,0.00%
017484,财通资管数字经济混合发起式C,2025-09-30,1.8109,1.9739,0.52,1.02,0.93,38.71,50.66,96.49,104.56,,79.26,103.88,0.00%
008327,东财通信C,2025-09-30,2.3999,2.3999,-2.0,-1.32,5.5,71.23,89.66,96.26,129.59,199.95,82.59,139.99,0.00%
013239,财通均衡优选一年持有混合C,2025-09-30,1.4052,1.4052,0.59,-0.38,3.93,29.71,59.12,96.07,122.2,72.78,72.46,40.52,0.00%
019864,浦银安盛高端装备混合A,2025-09-30,2.2387,2.2387,0.52,0.8,9.36,30.99,25.28,96.05,,,66.93,123.87,1.50%
519929,长信电子信息量化灵活配置混合A,2025-09-30,1.736,1.736,0.23,1.82,4.58,46.75,60.59,95.94,93.53,73.43,72.56,73.6,1.50%
019347,富国匠心成长混合A,2025-09-30,2.1694,2.1694,-1.09,-1.64,7.46,45.33,48.21,95.92,,,86.73,116.94,1.50%
005962,宝盈人工智能股票A,2025-09-30,4.4097,4.4097,2.79,6.01,16.01,55.52,62.03,95.8,105.05,79.71,69.6,340.97,1.50%
002152,华宝核心优势混合A,2025-09-30,4.363,4.363,-0.84,0.62,11.02,81.41,114.71,95.65,139.2,144.7,103.59,336.3,1.50%
050022,博时回报混合,2025-09-30,2.8807,3.7526,0.53,1.29,8.52,56.35,68.95,95.63,91.75,72.06,83.41,459.13,1.50%
010115,易方达远见成长混合A,2025-09-30,1.8476,1.8476,-1.92,-4.13,-2.31,53.42,99.14,95.58,82.68,83.79,92.12,84.76,1.50%
009063,财通智慧成长混合C,2025-09-30,2.0631,2.0631,0.24,-3.52,4.75,88.72,104.55,95.18,132.78,54.39,56.72,106.31,0.00%
013153,长信电子信息量化灵活配置混合C,2025-09-30,1.707,1.707,0.18,1.79,4.53,46.52,60.28,95.09,91.8,71.21,71.9,12.38,0.00%
019348,富国匠心成长混合C,2025-09-30,2.1523,2.1523,-1.09,-1.65,7.41,45.11,47.77,94.88,,,85.67,115.23,0.00%
050010,博时特许价值混合A,2025-09-30,5.345,5.785,-0.5,-1.15,3.34,62.96,69.41,94.86,86.04,56.84,74.79,647.74,1.50%
007817,国泰中证全指通信设备ETF联接A,2025-09-30,2.5412,2.5412,-2.05,-1.94,5.16,75.52,100.92,94.83,130.62,213.57,87.86,154.12,1.00%
011412,易方达远见成长混合C,2025-09-30,1.8141,1.8141,-1.91,-4.13,-2.34,53.27,98.76,94.79,81.23,81.59,91.54,81.41,0.00%
020691,博时中证全指通信设备指数发起式A,2025-09-30,2.1889,2.1889,-2.07,-1.92,5.62,76.31,102.47,94.69,,,88.15,118.89,1.00%
016461,华宝核心优势混合C,2025-09-30,4.302,4.302,-0.83,0.63,10.99,81.21,114.24,94.57,137.42,141.41,102.83,123.25,0.00%
019865,浦银安盛高端装备混合C,2025-09-30,2.2164,2.2164,0.51,0.78,9.32,30.85,25.02,94.49,,,66.41,121.64,0.00%
020226,国泰中证全指集成电路ETF发起联接A,2025-09-30,1.8371,1.8371,2.95,5.65,10.37,46.11,44.88,82.91,,,51.59,83.71,1.00%
011378,创金合信积极成长股票C,2025-09-30,1.4133,1.4133,0.35,6.06,14.22,36.58,51.95,82.86,79.22,67.77,63.58,41.33,0.00%
019785,广发上证科创板成长ETF发起式联接A,2025-09-30,1.7917,1.7917,1.98,4.92,4.89,49.52,52.93,82.85,,,69.6,79.17,1.20%
017513,广发北证50成份指数C,2025-09-30,1.7872,1.7872,-0.68,-1.16,-2.71,5.39,20.35,82.8,108.61,,47.36,78.72,0.00%
019170,天弘中证沪港深云计算产业ETF发起联接C,2025-09-30,1.9958,1.9958,-0.65,2.1,7.39,48.93,53.57,82.8,98.71,,68.61,99.58,0.00%
020840,南方中证半导体产业指数发起C,2025-09-30,2.1838,2.1838,-0.51,7.64,20.53,54.18,56.32,82.74,,,60.89,118.38,0.00%
163116,申万中证申万电子行业投资指数(LOF)A,2025-09-30,1.5389,1.7944,1.1,2.29,12.41,57,59.04,82.68,107.2,116.81,64.29,79.44,1.20%
010646,融通价值趋势混合A,2025-09-30,1.287,1.287,-0.38,0.7,7.58,62.44,73.82,82.58,143.93,68.83,90.02,28.7,1.50%
020227,国泰中证全指集成电路ETF发起联接C,2025-09-30,1.8303,1.8303,2.95,5.65,10.35,46.04,44.73,82.54,,,51.35,83.03,0.00%
016500,华夏半导体龙头混合发起A,2025-09-30,1.9953,1.9953,1.17,8.23,17.9,50.37,55.35,82.47,87.3,100.01,58.8,99.53,1.50%
008284,易方达全球医药行业混合发起式(QDII)A(人民币),2025-09-29,1.4594,1.4594,3.26,-2.25,0.21,33.58,67.98,82.42,73.06,86.58,102.64,45.94,1.50%
009891,融通产业趋势臻选股票A,2025-09-30,2.0766,2.0766,-0.48,0.64,7.95,62.27,74.99,82.4,136.87,95.22,88.2,107.66,1.50%
015735,红塔红土信息产业精选股票发起式C,2025-09-30,2.1374,2.1374,0.91,3.32,10.44,51.65,57,82.37,116.4,,67.1,113.74,0.00%
006689,方正富邦信泓混合A,2025-09-30,1.1451,1.1451,0.55,1.43,17.19,50.12,46.85,82.31,77.53,32.31,93.53,14.51,1.50%
019786,广发上证科创板成长ETF发起式联接C,2025-09-30,1.7817,1.7817,1.97,4.91,4.87,49.4,52.7,82.31,,,69.23,78.17,0.00%
015159,申万菱信智能驱动股票C,2025-09-30,4.7198,5.1763,0.6,6.64,17.05,68.02,69.53,82.3,94.63,66.96,80.79,44.69,0.00%
011833,西部利得人工智能主题指数增强C,2025-09-30,1.5037,1.5037,0.73,3.43,5.53,51.49,53.28,82.29,86.45,115.74,61.48,50.37,0.00%
014262,摩根沃享远见一年持有期混合C,2025-09-30,1.354,1.354,-0.02,1.42,10.8,58.34,66.71,82.28,97.9,63.37,85.53,35.4,0.00%
017288,中欧瑾和灵活配置混合E,2025-09-30,2.1388,2.1388,1.96,6.13,14.58,49.83,57.6,82.26,64.85,,63.79,46.41,0.00%
010531,申万中证申万电子行业投资指数(LOF)C,2025-09-30,1.6037,1.6037,1.1,2.28,12.37,56.89,58.81,82.14,105.97,114.89,63.93,60.37,0.00%
020853,大成中证芯片产业指数发起式A,2025-09-30,2.192,2.192,1.96,6.46,14.02,47.98,47.54,82.04,,,52.48,119.2,1.50%
540010,汇丰晋信科技先锋股票,2025-09-30,3.3755,3.3755,-0.25,1.01,10.79,59.77,77.44,81.85,83.48,59.35,79.05,237.55,1.50%
018730,华夏招鑫鸿瑞混合A,2025-09-30,2.1021,2.1021,0.83,2.19,6.77,34.41,46.15,81.83,,,58.51,110.21,1.50%
008182,方正富邦信泓混合C,2025-09-30,1.1021,1.1021,0.55,1.42,17.17,50.01,46.63,81.77,76.48,31.12,93.11,10.22,0.00%
001174,中欧瑾和灵活配置混合C,2025-09-30,2.0289,2.0289,1.95,6.12,14.54,49.71,57.36,81.72,63.85,61.29,63.41,102.89,0.00%
008655,招商科技创新混合A,2025-09-30,1.9024,1.9024,1.9,5.02,13.54,44.6,48.12,81.67,74.98,48.25,60.73,90.24,1.50%
021933,富国中证通信设备主题ETF发起式联接A,2025-09-30,2.2352,2.2352,-2.03,-1.02,1.61,61.69,82.32,81.61,,,75.23,123.52,1.20%
010644,富国全球健康生活主题混合(QDII)人民币A,2025-09-29,1.1345,1.1345,1.68,-2.33,0.04,24.47,47.18,81.58,81.84,61.49,84.08,13.45,1.50%
161631,融通人工智能指数(LOF)A,2025-09-30,2.4125,2.4125,0.32,2.65,5.33,55.1,57.46,81.54,93.56,136.84,65.52,141.25,1.20%
016501,华夏半导体龙头混合发起C,2025-09-30,1.9687,1.9687,1.17,8.22,17.87,50.23,55.05,81.53,85.59,97.36,58.33,96.87,0.00%
020854,大成中证芯片产业指数发起式C,2025-09-30,2.1833,2.1833,1.96,6.46,13.99,47.87,47.32,81.52,,,52.15,118.33,0.00%
005311,万家经济新动能混合A,2025-09-30,2.3134,2.3134,2.82,5.19,3.25,37.35,36.98,81.5,60.16,62.13,77.24,131.34,1.50%
012491,华商核心引力混合A,2025-09-30,1.3349,1.3349,3.85,5.99,17.56,52.8,58.28,81.42,70.49,60.91,75.78,33.49,1.50%
012552,天弘中证芯片产业ETF发起式联接A,2025-09-30,1.2064,1.2064,1.91,6.53,13.71,48.41,48.01,81.39,88.79,94.58,52.92,20.64,1.00%
011839,天弘中证人工智能A,2025-09-30,1.5641,1.5641,0.3,2.66,5.4,54.86,57.13,81.34,93.22,140.52,65.23,56.41,1.00%
021934,富国中证通信设备主题ETF发起式联接C,2025-09-30,2.2302,2.2302,-2.03,-1.02,1.59,61.62,82.15,81.26,,,74.97,123.02,0.00%
012093,鹏华创新升级混合A,2025-09-30,1.5631,1.5631,2.79,7.42,8,36.71,60.52,81.25,85.69,82.86,94.56,56.31,1.50%
021718,华泰紫金中证半导体产业指数型发起A,2025-09-30,2.0564,2.0564,-0.51,7.29,20.92,53.7,55.71,81.16,,,60.11,105.64,0.60%
012629,广发国证半导体芯片ETF联接A,2025-09-30,1.1251,1.1251,1.64,6.38,13.25,49.69,49.3,81.15,93.38,81.67,50.29,12.51,1.20%
007300,国联安中证半导体ETF联接A,2025-09-30,3.0786,3.0786,1.98,6.84,13.28,46.77,46.79,81.13,87.79,86.32,52.47,207.83,0.80%
010647,融通价值趋势混合C,2025-09-30,1.2551,1.2551,-0.38,0.7,7.54,62.24,73.38,81.08,140.72,65.78,89.33,25.51,0.00%
012553,天弘中证芯片产业ETF发起式联接C,2025-09-30,1.1964,1.1964,1.91,6.53,13.7,48.34,47.87,81,88.02,93.4,52.7,19.64,0.00%
011840,天弘中证人工智能C,2025-09-30,1.5512,1.5512,0.3,2.65,5.38,54.78,56.97,80.98,92.43,139.09,64.99,55.12,0.00%
009217,博时荣丰回报灵活配置混合A,2025-09-30,1.4085,1.4085,0.19,0.92,7.93,63.32,75.93,80.95,77.57,49.36,76.73,40.85,1.20%
009239,融通人工智能指数(LOF)C,2025-09-30,2.3609,2.3609,0.32,2.64,5.29,54.95,57.14,80.81,92.02,134.03,65.03,93.25,0.00%
320016,诺安多策略混合A,2025-09-30,3.095,3.095,0.06,3,1.61,14.04,41.39,80.78,86.22,74.46,60.36,209.5,1.50%
021719,华泰紫金中证半导体产业指数型发起C,2025-09-30,2.051,2.051,-0.51,7.28,20.9,53.61,55.52,80.78,,,59.81,105.1,0.00%
018731,华夏招鑫鸿瑞混合C,2025-09-30,2.0809,2.0809,0.83,2.18,6.71,34.22,45.72,80.76,,,57.81,108.09,0.00%
012733,易方达中证人工智能主题ETF联接A,2025-09-30,1.7767,1.7767,0.32,2.63,5.24,54.21,56.25,80.74,91.93,136.89,64.08,77.67,0.60%
012492,华商核心引力混合C,2025-09-30,1.3129,1.3129,3.85,5.97,17.52,52.65,57.95,80.72,69.14,59,75.26,31.29,0.00%
012456,鹏扬数字经济先锋混合A,2025-09-30,1.0259,1.0259,1.39,0.92,9.73,50.69,48.79,80.71,91.26,41.7,60.15,2.59,1.50%
007301,国联安中证半导体ETF联接C,2025-09-30,3.0235,3.0235,1.98,6.83,13.26,46.68,46.61,80.67,86.85,84.93,52.19,202.32,0.00%
005312,万家经济新动能混合C,2025-09-30,2.2082,2.2082,2.82,5.18,3.21,37.17,36.63,80.6,58.57,59.7,76.59,120.82,0.00%
012630,广发国证半导体芯片ETF联接C,2025-09-30,1.1112,1.1112,1.64,6.38,13.21,49.58,49.07,80.59,92.25,80.04,49.94,11.12,0.00%
019670,广发港股创新药ETF联接(QDII)A,2025-09-30,1.5926,1.5926,3.01,2.41,4.19,32.85,60.59,80.59,,,101.21,59.26,1.20%
519026,海富通中小盘混合,2025-09-30,2.3147,2.3147,1.35,3.41,7.2,51.33,60.75,80.58,79.88,16.99,60.56,131.47,1.50%
014736,创金合信专精特新股票发起A,2025-09-30,1.6961,1.6961,-0.61,5.49,10.78,38.6,42.54,80.57,60.77,56.09,52.54,69.61,1.50%
012734,易方达中证人工智能主题ETF联接C,2025-09-30,1.7707,1.7707,0.33,2.64,5.24,54.18,56.17,80.57,91.57,136.19,63.97,77.07,0.00%
004223,金信多策略精选混合A,2025-09-30,2.052,2.8199,-0.05,-1.79,-0.55,29.2,32.58,80.43,67.66,57.1,42.85,264.81,1.50%
008585,华夏人工智能ETF联接A,2025-09-30,1.4214,1.4214,0.32,2.64,5.39,54.65,56.56,80.33,91.61,134.79,64.49,42.14,1.20%
018411,易方达芯片ETF联接A,2025-09-30,1.6574,1.6574,1.89,6.51,13.66,48.22,47.89,80.33,88.51,,52.59,65.74,1.20%
018985,信澳双创智选混合A,2025-09-30,1.8828,1.8828,0.2,3.35,10.6,51.2,58.86,80.33,,,62.18,88.28,1.50%
008887,华夏国证半导体芯片ETF联接A,2025-09-30,1.6518,1.6518,1.67,6.45,13.45,50.48,50.04,80.19,91.78,81.04,50.82,65.18,1.20%
021759,中欧中证港股通创新药指数发起A,2025-09-30,1.8785,1.8785,2.99,2.44,4.12,32.61,61.3,80.19,,,100.16,87.85,1.00%
008656,招商科技创新混合C,2025-09-30,1.8193,1.8193,1.89,5,13.46,44.31,47.5,80.16,72.15,44.69,59.73,81.93,0.00%
012584,南方中国新兴经济9个月持有期混合(QDII)A,2025-09-29,1.6445,1.6445,2.26,1.4,5.5,23.09,28.48,80.12,147.37,148.41,61.64,64.45,1.50%
009218,博时荣丰回报灵活配置混合C,2025-09-30,1.3713,1.3713,0.19,0.91,7.88,63.11,75.49,80.1,75.83,47.18,76.08,37.13,0.00%
019671,广发港股创新药ETF联接(QDII)C,2025-09-30,1.5835,1.5835,3.01,2.41,4.16,32.74,60.35,80.05,,,100.77,58.35,0.00%
008009,华商高端装备制造股票A,2025-09-30,3.5778,3.5778,-0.09,-0.24,8.37,57.83,71.65,79.97,86.3,60.36,82.15,257.78,1.50%
001900,诺安精选价值混合A,2025-09-30,1.9226,1.9226,2.29,0.76,-3.23,21.35,48.92,79.92,77.85,70.32,96.44,92.26,1.50%
012094,鹏华创新升级混合C,2025-09-30,1.5109,1.5109,2.79,7.41,7.92,36.42,59.87,79.83,82.78,78.57,93.41,51.09,0.00%
021580,华夏人工智能ETF联接D,2025-09-30,1.3994,1.3994,0.32,2.64,5.36,54.54,56.32,79.83,,,64.13,103.22,0.00%
160125,南方香港优选股票,2025-09-29,1.9247,2.0147,2.04,1.44,6.21,24.4,33.87,79.81,103.76,99.49,66.48,109.3,1.30%
008586,华夏人工智能ETF联接C,2025-09-30,1.399,1.399,0.32,2.63,5.36,54.53,56.33,79.8,90.47,132.66,64.12,39.9,0.00%
012454,淳厚鑫悦混合A,2025-09-30,1.0693,1.0693,3.24,5.51,10.92,38.17,55.69,79.8,73.62,34.33,76.39,6.93,1.50%
018412,易方达芯片ETF联接C,2025-09-30,1.6461,1.6461,1.89,6.51,13.63,48.11,47.69,79.8,87.4,,52.25,64.61,0.00%
019431,永赢睿信混合A,2025-09-30,2.0496,2.0496,1.26,1.52,2.5,40.91,55.18,79.74,,,77.18,104.96,1.50%
009855,中加新兴成长混合A,2025-09-30,1.8365,1.8365,-1.68,-2.16,6.24,71.25,69.34,79.73,78.82,47.13,79.42,83.65,1.20%
377240,摩根新兴动力混合A,2025-09-30,8.8774,8.8774,0.78,3.73,12.2,61.91,71.56,79.73,91.49,58.04,81.27,787.74,1.50%
001215,博时沪港深优质企业基金A,2025-09-30,1.698,1.698,1.31,1.19,9.69,51.88,50.67,79.68,54.36,27.77,62.64,69.8,1.50%
014737,创金合信专精特新股票发起C,2025-09-30,1.6652,1.6652,-0.61,5.47,10.73,38.43,42.18,79.67,59.15,53.77,51.98,66.52,0.00%
501077,富国创新企业灵活配置混合(LOF)A,2025-09-30,2.5715,2.5715,0.42,1.14,0.53,33.56,31.02,79.65,78.08,62.79,45.6,157.15,1.50%
008888,华夏国证半导体芯片ETF联接C,2025-09-30,1.6256,1.6256,1.66,6.44,13.42,50.35,49.8,79.64,90.62,79.41,50.48,62.56,0.00%
001239,长盛国企改革混合,2025-09-30,0.617,0.617,-1.59,-2.99,5.29,49.03,60.26,79.36,77.81,37.42,60.68,-38.3,1.50%
000411,景顺长城优质成长股票A,2025-09-30,2.664,3.217,-0.37,-1.48,6.52,62.34,73.21,79.27,120.18,114.16,70.99,296.37,1.50%
015856,格林碳中和主题混合A,2025-09-30,1.6686,1.6686,-0.03,-2.21,7.24,32.19,38.82,79.25,75.85,,66.51,66.86,1.50%
020592,金信多策略精选混合C,2025-09-30,2.0411,2.0411,-0.05,-1.8,-0.6,29,32.19,79.25,,,42.19,92.85,0.00%
012457,鹏扬数字经济先锋混合C,2025-09-30,0.993,0.993,1.39,0.9,9.65,50.39,48.19,79.24,88.21,38.34,59.21,-0.7,0.00%
018986,信澳双创智选混合C,2025-09-30,1.8604,1.8604,0.19,3.34,10.54,50.97,58.4,79.19,,,61.45,86.04,0.00%
006081,海富通电子传媒股票A,2025-09-30,3.6985,3.6985,-0.95,-1.52,7.69,72.66,82.31,79.18,63.43,31.93,78.82,269.85,1.50%
015289,格林高股息优选混合A,2025-09-30,1.8219,1.8219,0.05,0.02,-0.69,15.86,26.82,79.18,91.68,,62.66,82.19,1.50%
018876,兴合先进制造混合发起式A,2025-09-30,1.9587,1.9587,0.29,1.32,11.74,41.99,49.72,79.17,99.12,,62.04,95.87,1.50%
018148,百嘉百瑞混合发起式A,2025-09-30,1.6326,1.9326,2.51,6.75,8.14,31.96,40.07,79.16,105.36,,61.31,101.84,1.50%
008281,国泰CES半导体芯片行业ETF联接A,2025-09-30,2.0342,2.1952,1.75,6.58,13.72,48.11,47.77,79.15,85.89,84.23,52.72,132.86,1.00%
014776,富国中证芯片产业ETF发起式联接A,2025-09-30,1.3388,1.3388,1.94,6.44,13.55,48.08,47.27,79.15,83.95,83.93,51.43,33.88,1.20%
200001,长城久恒灵活配置混合A,2025-09-30,2.3713,3.8133,2.22,2.47,3.89,42.94,44.77,79.06,47.41,16.67,61.24,617.53,1.20%
021510,宏利半导体产业混合发起A,2025-09-30,1.9383,1.9383,1.89,5.75,19.02,57.79,58.02,79.04,,,62.88,93.83,1.50%
009856,中加新兴成长混合C,2025-09-30,1.7982,1.7982,-1.68,-2.17,6.2,71.08,69,79.01,77.39,45.37,78.87,79.82,0.00%
012455,淳厚鑫悦混合C,2025-09-30,1.0489,1.0489,3.25,5.5,10.89,38.01,55.32,78.99,71.95,32.39,75.78,4.89,0.00%
014287,泰康新锐成长混合A,2025-09-30,1.4332,1.4332,0.89,4.33,14.26,40.61,55.13,78.95,80.96,,69.51,43.32,1.50%
018612,鹏华高端装备一年持有期混合C,2025-09-30,1.6105,1.6105,1.88,1.28,14.19,51.79,42.59,73.38,70.97,,59.61,61.05,0.00%
018358,华富数字经济混合A,2025-09-30,1.4314,1.4314,0.05,-1.85,6.01,36.27,46.69,73.36,54.18,,63.57,43.14,1.50%
